X1,status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
7454,0,7.12,0,1.14,2.02,0.42,4.33,0.9,0.02,0.01,1.91,1.89,0.68,3.34,0.03,0.03,0,0,1,0,131,0,24,1823,4771
7455,0,1.04,0,1.96,2.75,2.56,12.88,136.22,0.21,0.29,1.16,1.12,0.01,144.32,0.19,0.19,0,0,1,0,20,0,0,1822,2391
7456,0,49.12,0,1.02,1.09,0.65,5.07,1.47,0.02,0,2.42,2.4,0.56,3.2,0.01,0.01,0,0,1,1,59,0,0,1822,4674
7457,0,-20.6,0,0.95,0.75,0.75,0.31,-215.94,-0.06,-1.05,1.82,1.81,0,-105.86,-0.02,-0.02,1,1,1,1,1,0,0,1821,2015
7458,0,0.71,0,2.41,2.08,1.25,3.34,1.67,0,-0.01,2.39,2.39,0.58,10.48,0.01,0.01,0,0,1,1,50,0,0,1821,4762
7459,0,1.12,0.31,1.89,1.41,0.57,1.22,5.92,0.04,0.05,0.88,0.86,0.17,11.92,0.08,0.08,0,0,1,0,109,59,62,1820,2599
7460,0,5.76,2.2,1.17,1.19,0.9,1.52,-1.24,-0.01,-0.17,2.02,2,-0.88,6.82,0.03,0.03,1,1,1,1,34,63,81,1820,4651
7461,0,1.69,1.17,1.59,3.56,1.7,7.63,2.38,0.04,0.04,0.75,0.32,0.42,3.91,0.09,0.21,0,0,1,0,229,47,165,1820,4120
7462,0,22.59,7.84,1.04,1.32,1.1,1.36,-8.23,-0.07,-1.83,1.46,1.43,-0.12,-5.9,-0.03,-0.03,1,1,1,1,24,24,70,1820,5224
7463,0,1.39,0,1.72,5.78,5.78,2.08,1.8,0.18,0.07,0.77,0.77,0.55,2.61,0.33,0.33,0,0,1,0,0,0,19,1820,6820
7464,0,3.18,0.36,1.31,1.75,1.15,2.04,39.28,0.19,0.73,2.74,2.73,0.03,52.51,0.09,0.09,0,0,1,0,32,32,0,1820,5610
7465,0,2.39,0.03,1.42,1.72,1.23,3.33,45.86,0.24,0.63,1.47,1.46,0.02,50.49,0.18,0.18,0,0,1,0,59,45,125,1819,2932
7466,0,3.78,0,1.26,0.93,0.35,0.92,1.27,0.03,0.01,0.6,0.59,0.79,2.39,0.08,0.09,0,0,1,0,189,0,0,1819,4752
7468,0,16.92,0,1.06,2.41,2.41,1.32,4.2,0.08,0.73,0.19,0.19,0.24,6.57,0.63,0.64,0,0,1,0,0,0,3,1818,6820
7469,0,1.75,0.44,1.57,1.47,1.06,1.71,14.11,0.11,0.19,1.25,1.24,0.07,22.96,0.14,0.14,0,0,1,0,56,110,88,1817,4663
7470,0,5.59,0.66,1.18,1.11,0.69,1.37,16.63,0.1,0.49,1.47,1.45,0.06,25.21,0.1,0.1,0,0,1,0,73,122,0,1816,4771
7471,0,11.95,0,1.08,0.83,0.65,0.63,1.92,0.03,-0.01,2.86,2.85,0.39,5.4,0.02,0.02,0,0,1,1,17,0,48,1816,2893
7472,0,1.92,0.92,1.52,1.9,1.9,1.2,10.79,0.04,0.09,0.56,0.52,0.09,17.7,0.11,0.12,0,0,1,0,0,24,103,1816,8730
7473,0,16.4,6.74,1.06,1.06,1.06,1.76,1.22,0.04,0,1.9,1.9,0.82,1.86,0.03,0.03,0,0,1,0,1,86,124,1816,8121
7474,0,1.58,1.2,1.63,1.4,1.26,1.16,-6.75,-0.1,-0.3,0.62,0.41,-0.21,-6.53,-0.21,-0.32,1,1,0,1,21,19,0,1816,4778
7475,0,36.26,0,1.03,1.05,0.88,12.06,3.12,0.04,0,2.12,2.09,0.56,3.18,0.03,0.03,0,0,1,0,28,0,0,1815,4624
7476,0,4,0,1.25,1.15,0.57,1.97,216.03,0.05,0.18,0.6,0.61,0,255.53,0.1,0.1,0,0,1,0,268,0,144,1815,4321
7477,0,1.31,0,1.76,2.3,2.07,3.49,176.07,0.16,0.24,1.71,1.69,0.01,193.58,0.1,0.1,0,0,1,0,17,0,63,1815,2733
7478,0,5.95,0,1.17,1.01,0.97,1.02,27.78,0.14,0.68,1.13,1.1,0.03,36.68,0.15,0.16,0,0,0,0,8,0,101,1815,6201
7479,0,3.57,1.8,1.28,1.37,1.34,1.51,23.88,0.25,1.02,2.03,1.82,0.04,28.94,0.15,0.17,0,0,1,0,3,39,8,1814,5610
7480,0,7.71,0,1.13,1.22,0.62,7.21,1.79,0.02,0.03,1.19,1.18,0.56,2.24,0.02,0.02,0,0,1,0,146,0,145,1813,2442
7481,0,2,0,1.5,1.66,0.79,4.89,12.68,0.03,0.03,2.05,1.82,0.08,18.8,0.02,0.03,0,0,1,0,85,0,19,1813,3100
7482,0,37.46,0,1.03,0.91,0.9,0.77,1.07,0.05,0.24,1.21,1.21,0.74,1.93,0.07,0.07,0,0,1,0,1,0,0,1813,4520
7483,0,0.88,0.06,2.14,1.73,1.28,2.11,6.8,0.07,0.05,1.53,1.43,0.15,13.01,0.09,0.09,0,0,1,0,45,62,0,1813,4778
7484,0,13.76,9.02,1.07,0.64,0.59,0.75,1,0.02,0,0.48,0.47,1,1.89,0.09,0.09,0,1,1,1,18,118,181,1812,163
7485,0,1.92,0,1.52,2.5,2.28,2.23,1.77,0.04,0.04,5.12,5.11,0.57,1.84,0.01,0.01,0,0,1,0,4,13,34,1812,4730
7486,0,11.48,0.05,1.09,1.08,1.08,3.06,178.11,0.08,0.5,1.72,1.72,0.01,238.02,0.06,0.06,0,0,1,0,0,178,175,1812,4669
7487,0,2.72,0.67,1.37,2.02,1.65,2.95,1.16,0.02,0.01,0.47,0.44,0.86,1.86,0.07,0.07,0,0,1,0,112,113,451,1811,2891
7489,0,1.48,0,1.68,1.77,0.98,4.59,16.46,0.19,0.3,1.76,1.63,0.06,19.32,0.12,0.13,0,0,1,0,83,0,0,1811,2220
7490,0,2.08,0.13,1.48,1.92,1.91,7.13,14.59,0.18,0.31,1.72,1.7,0.07,17.74,0.12,0.13,0,0,1,0,0,30,156,1811,3320
7491,0,16.98,0,1.06,0.8,0.63,0.28,33.83,0.07,0.91,0.88,0.86,0.03,42.6,0.11,0.11,0,0,1,0,63,0,0,1810,2829
7492,0,1.23,0.12,1.81,1.73,1.4,2.41,-0.57,0,-0.01,1.76,1.74,-2.13,13.96,0.03,0.03,1,1,1,1,30,69,48,1810,160
7493,0,23.58,8.49,1.04,1.66,0.85,5.83,1.34,0.03,0.07,1.53,1.53,0.75,2.58,0.03,0.03,0,0,1,0,108,47,92,1809,4120
7494,0,0.48,0,3.1,3.34,3.33,14.22,41.06,0.08,0.11,1.25,1.19,0.02,55.09,0.08,0.09,0,0,0,0,1,57,160,1809,4941
7495,0,1.73,0.8,1.58,0.91,0.43,0.91,14.9,0.06,0.14,0.61,0.6,0.07,16.39,0.11,0.12,0,0,1,0,155,138,71,1806,4511
7496,0,0.73,0.21,2.36,2.12,1.07,1.29,2.99,0.03,0.02,0.58,0.57,0.33,7.15,0.13,0.13,0,0,1,0,110,32,84,1805,3012
7497,0,35.89,0,1.03,1,1,1.09,2.81,0.02,0.1,1.27,1,0.36,3.76,0.02,0.02,0,0,1,0,0,0,239,1805,4941
7498,0,3.7,1.99,1.27,1.51,1.37,1.66,1.02,0.02,0,0.63,0.61,0.98,1.53,0.04,0.04,0,0,1,0,37,109,275,1804,2599
7499,0,0.48,0.1,3.06,3.76,3.76,1.26,10.56,0.03,0.03,0.13,0.11,0.09,16.45,0.43,0.5,0,0,1,0,0,64,2,1801,6820
7500,0,13.51,8.15,1.07,0.89,0.81,0.87,2.47,0.03,0.1,1.01,1.09,0.4,4.48,0.05,0.05,0,0,1,0,19,90,144,1801,2562
7501,0,5.78,0,1.17,1.67,1.67,6.94,7.95,0.03,0.03,2.8,2.76,0.11,14.67,0.02,0.02,0,0,0,0,0,0,101,1800,4321
7502,0,0.6,0,2.65,3.47,2.95,5.14,21.92,0.01,0.01,0.7,0.68,0.03,119.41,0.08,0.08,0,0,0,0,67,81,114,1800,2550
7503,0,5.71,1.52,1.17,0.83,0.66,0.7,1.56,0.04,0.01,1.59,1.58,0.64,2.54,0.04,0.04,0,0,1,0,27,84,77,1800,4633
7504,0,5.07,0,1.2,1.07,0.92,1.06,2.36,0.06,0.14,0.81,0.8,0.42,4.23,0.14,0.14,0,0,1,0,30,0,0,1799,1414
7505,0,-4.04,-1.76,0.75,0.59,0.55,-0.28,-26.7,-0.05,-0.23,2.58,2.54,-0.04,-13.52,-0.01,-0.01,1,1,1,1,7,39,24,1799,5510
7506,0,2.91,0,1.34,1,0.87,1,36.16,0.24,0.89,2.13,2.12,0.03,43.06,0.14,0.14,0,0,1,0,16,0,89,1798,4520
7507,0,1.92,0.49,1.52,0.56,0.55,0.77,1.12,0.02,0,0.66,0.61,0.9,3.41,0.08,0.09,0,0,1,0,1,130,34,1797,4931
7508,0,3.05,0.65,1.33,1.53,1.21,3.98,44.59,0.06,0.16,1.86,1.83,0.02,59.64,0.04,0.04,0,0,1,0,38,72,116,1796,1011
7509,0,1.5,0.07,1.67,3.82,3.74,34.79,56.45,0.14,0.26,0.77,0.73,0.02,59.64,0.18,0.18,0,0,0,0,9,84,125,1795,4675
7510,0,26.79,7.31,1.04,1.07,0.67,1.57,1.01,0.02,0.01,1.09,1.09,0.99,1.68,0.03,0.03,0,0,1,0,114,170,166,1795,4639
7511,0,6.67,0,1.15,2.08,1.44,18.91,419.28,0.03,0.17,0.73,0.72,0,532.32,0.05,0.05,0,0,1,0,151,188,291,1795,4644
7512,0,2.45,0,1.41,10.41,5.36,14.45,31.35,0.03,0.06,5.11,5.11,0.03,49.44,0.01,0.01,0,0,1,0,32,0,0,1795,4648
7513,0,9.46,0,1.11,1.04,0.49,1.32,1.94,0.02,0.02,1.13,1.1,0.52,2.76,0.03,0.03,0,0,1,0,154,0,0,1795,4673
7514,0,3.7,0,1.27,1.69,1.69,4.23,112.11,0.05,0.12,1.68,1.66,0.01,185.45,0.05,0.05,0,0,1,0,0,0,0,1794,4941
7515,0,2.75,1.42,1.36,1.37,0.91,2.37,2.42,0.03,0.03,1.1,1.09,0.41,4.11,0.05,0.05,0,0,1,0,92,102,41,1793,4322
7516,0,3.41,0.01,1.29,1.31,1.3,14.78,13.02,0.06,0.14,3.41,3.41,0.08,17.01,0.02,0.02,0,0,1,0,1,49,71,1793,4647
7517,0,2.33,0.52,1.43,1.64,1.58,1.56,18.95,0.03,0.05,0.65,0.62,0.05,29.05,0.08,0.08,0,0,1,0,13,137,130,1793,2840
7518,0,13.75,0,1.07,1.08,0.42,6.98,18.21,0.01,0.04,0.61,0.47,0.05,32.89,0.02,0.02,0,0,1,0,366,128,124,1792,2361
7519,0,5.26,0,1.19,1.59,0.96,34.72,3.58,0.05,0.14,1.55,1.55,0.28,4.17,0.04,0.04,0,0,1,0,92,0,0,1792,3312
7521,0,6.58,0,1.15,1.11,1.02,1.5,1.48,0.05,0.05,1.89,1.82,0.68,2.79,0.05,0.06,0,0,1,0,13,0,0,1792,4941
7522,0,0.73,0,2.37,2.92,2.69,1.81,1.71,0,0,0.85,0.84,0.58,17.48,0.05,0.05,0,0,1,0,18,40,148,1792,8130
7523,0,10.18,3.32,1.1,1.93,0.86,129.8,2.36,0.03,0.1,0.68,0.72,0.42,2.42,0.04,0.04,0,0,1,0,296,64,152,1791,4120
7524,0,0.64,0,2.57,2.98,2.96,29.04,5.42,0.05,0.04,2.31,2.3,0.18,6.8,0.03,0.03,0,0,1,0,1,13,94,1790,5224
7525,0,0.71,0.06,2.4,0.89,0.89,0.98,41.12,0.17,0.23,0.18,0.18,0.02,64.8,0.92,0.94,0,0,0,0,0,249,58,1790,6820
7526,0,1.93,1.88,1.52,0.76,0.76,0.98,2.08,0.02,0.02,0.06,0.06,0.48,5.36,0.93,0.94,0,0,1,0,0,0,183,1789,6820
7527,0,17.43,0,1.06,0.2,0.2,0.76,0.67,0.03,-0.17,0.09,0.09,1.48,1.37,0.59,0.6,0,1,1,1,0,12,126,1788,4110
7528,0,1.78,0,1.56,1.31,0.51,2.04,3.97,0.02,0.02,0.34,0.34,0.25,6.12,0.11,0.11,0,0,1,0,540,0,344,1788,5210
7529,0,2.98,1.86,1.34,1.45,1.05,109.39,2.27,0.01,0.01,0.76,0.76,0.43,2.43,0.02,0.02,0,0,1,0,132,68,336,1787,4647
7530,0,5.63,0,1.18,0.75,0.64,0.71,3.81,0.04,0.2,1.48,1.38,0.26,18.66,0.13,0.14,0,0,1,0,16,0,60,1787,2932
7531,0,0.91,0,2.1,1.91,1.91,2.42,46.22,0.1,0.13,1.39,1.38,0.02,57.16,0.09,0.09,0,0,1,0,0,0,0,1787,4941
7533,0,0.77,0.26,2.3,1.18,0.86,1.07,1.62,0.02,0,0.73,0.71,0.62,4.1,0.08,0.08,0,0,1,0,41,70,57,1787,4741
7534,0,14.51,6.15,1.07,0.57,0.44,0.37,4.45,0.11,0.82,0.86,0.81,0.22,7.38,0.2,0.22,0,0,1,0,44,170,111,1786,2562
7535,0,64.58,12.65,1.02,0.68,0.67,0.2,1.09,0.02,0.16,0.76,0.71,0.92,2.8,0.07,0.07,0,0,1,0,7,77,175,1786,4941
7536,0,5.14,2.07,1.19,1.42,1.22,7.85,3.44,0.04,0.03,0.85,0.78,0.29,5.2,0.07,0.07,0,0,1,0,57,36,312,1786,7112
7537,0,4.44,0.62,1.23,1.34,1.34,5.01,13.66,0.12,0.37,2.59,2.5,0.07,16.46,0.05,0.06,0,0,1,0,0,13,111,1785,3011
7538,0,5.46,2.31,1.18,0.35,0.35,0.28,2.56,0.05,0.07,1.02,0.99,0.38,7.93,0.15,0.16,0,0,1,0,2,54,75,1785,1511
7539,0,12.25,5.93,1.08,0.95,0.83,0.76,2.78,0.05,0.29,0.99,0.98,0.36,3.23,0.06,0.06,0,0,1,0,37,113,0,1785,4321
7540,0,6.68,0.96,1.15,1.15,1.15,1.77,1.32,0.01,0.03,2.03,1.75,0.76,4.56,0.03,0.03,0,0,1,0,0,32,0,1785,4941
7541,0,7.72,0,1.13,1.07,1.04,1.36,12.72,0.03,0.14,1.52,1.52,0.08,20.6,0.03,0.03,0,0,1,0,5,34,16,1784,5610
7542,0,4.76,1.07,1.21,1.77,1.01,1.83,2.56,0.03,0.11,0.7,0.66,0.38,3.07,0.06,0.06,0,0,1,0,147,91,120,1784,4511
7543,0,5.83,2.55,1.17,1.56,0.6,14.5,-1.34,-0.03,-0.39,1.25,1.34,-0.74,-1.12,-0.02,-0.02,1,1,1,1,176,32,82,1784,4511
7544,0,12.23,0,1.08,1.04,0.19,1.13,1.05,0.02,0.02,1.25,1.25,0.95,1.62,0.03,0.03,0,0,1,0,185,0,6,1784,4642
7545,0,1.14,0,1.88,2.09,1.77,3.68,6.68,0.05,0.05,1.08,1.07,0.15,10.38,0.08,0.08,0,0,1,0,44,0,0,1783,4321
7546,0,59.9,0,1.02,0.2,0.14,0.8,1.5,0.03,0.08,0.97,0.95,0.67,4.24,0.08,0.08,0,0,1,0,6,0,0,1783,5610
7547,0,18.44,0,1.05,1.03,0.98,1.86,111.69,0.05,0.73,2.44,2.44,0.01,114.39,0.02,0.02,0,0,1,0,7,0,0,1782,1013
7548,0,1.39,0.45,1.72,1.15,1.14,1.09,10.12,0.07,0.1,1.03,1.02,0.1,14.05,0.09,0.09,0,0,1,0,2,46,93,1782,4313
7549,0,8.7,0.55,1.11,0.93,0.93,0.63,-17.45,-0.05,-0.51,3.19,2.99,-0.06,0.35,0,0,1,1,1,1,0,29,59,1781,4941
7550,0,3.22,0.17,1.31,0.84,0.84,0.66,22.17,0.26,0.82,1.54,1.38,0.05,30.58,0.23,0.26,0,0,1,0,0,132,138,1781,4941
7551,0,-43.4,-0.39,0.98,1.06,0.69,4.34,4.23,0.01,-0.17,2.55,2.55,0.24,10.29,0.01,0.01,0,0,1,0,49,89,0,1780,4711
7552,0,1.55,0,1.64,1.73,1.62,33.25,103.45,0.22,0.38,1.44,1.44,0.01,108.59,0.16,0.16,0,0,1,0,16,136,102,1779,4618
7553,0,0.25,0,4.98,3.87,3.85,1.98,22.37,0.05,0.04,0.77,0.76,0.04,56.89,0.16,0.16,0,0,1,0,1,0,0,1779,4941
7554,0,18.48,9.37,1.05,0.84,0.59,0.42,0.82,0.01,-0.08,1.24,1.14,1.22,4.58,0.03,0.03,0,1,1,1,66,57,47,1779,1623
7555,0,10.34,0,1.1,1.1,0.33,2.38,4.95,0.03,0.11,2.97,2.42,0.2,5.68,0.01,0.02,0,0,1,0,80,0,21,1779,2829
7556,0,1.78,1.13,1.56,3.03,3.03,4.93,6.11,0.13,0.27,1.12,1.08,0.16,7.99,0.15,0.16,0,0,1,0,0,26,87,1778,9002
7557,0,1.59,0,1.63,3.15,3.08,8.74,227.89,0.5,0.92,1.66,1.66,0,236.54,0.31,0.31,0,0,1,0,4,0,0,1778,2825
7558,0,3.11,1.15,1.32,1.46,1.36,2.22,1.39,0.02,0.01,0.69,0.55,0.72,4.41,0.09,0.11,0,0,1,0,28,41,144,1777,7312
7559,0,1.52,0,1.66,1.57,0.55,2.39,151.22,0.01,0.01,0.59,0.32,0.01,400.65,0.05,0.09,0,0,1,0,321,30,32,1776,4120
7560,0,20.99,0,1.05,0.26,0.24,0.18,-0.37,-0.01,-0.5,0.24,0.24,-2.67,-0.05,0,0,1,1,1,1,14,0,0,1776,2370
7561,0,24.09,5.83,1.04,0.94,0.77,0.55,2.19,0.01,0.04,1.22,1.23,0.45,6.79,0.03,0.03,0,0,1,0,46,123,180,1776,7739
7563,0,20.12,2.97,1.05,1.21,1.21,4.49,0.88,0.01,-0.02,1.49,1.49,1.14,5.72,0.03,0.03,0,1,1,1,0,75,171,1774,5224
7564,0,2.58,0,1.39,1.2,1.2,2,41.01,0.05,0.14,2.07,2.05,0.02,50.44,0.03,0.03,0,0,1,0,0,0,0,1774,4941
7565,0,2.34,0.54,1.43,1.33,1.26,1.82,49.19,0.42,1.01,1.7,1.7,0.02,53.59,0.27,0.27,0,0,1,0,9,23,0,1773,8623
7566,0,8.22,0,1.12,1.13,1.03,43.77,8.21,0.01,0.13,2.21,2.19,0.12,9.23,0.01,0.01,0,0,1,0,15,0,0,1773,7112
7567,0,1.72,0.4,1.58,1.43,0.79,2.19,2.86,0.01,0.01,0.8,0.8,0.35,15.82,0.07,0.07,0,0,1,0,163,168,162,1772,4120
7568,0,0.48,0.06,3.07,3.59,3.59,1.05,43.65,0.01,0.02,0.05,0.04,0.02,98.72,0.69,0.9,0,0,0,0,0,0,0,1772,6810
7569,0,1.28,0.56,1.78,2.53,1.97,9.88,194.43,0.32,0.51,2.56,2.54,0.01,203.24,0.13,0.13,0,0,1,0,29,37,20,1771,4634
7570,0,1.04,0.2,1.97,1.98,1.88,2.98,124.16,0.35,0.52,1.15,1.15,0.01,131.51,0.33,0.33,0,0,1,0,12,46,105,1769,1071
7571,0,0.35,0,3.82,3,2.91,2.73,215.58,0.27,0.24,1.56,1.55,0,231.81,0.19,0.19,0,0,1,0,5,31,3,1769,5610
7572,0,1.07,0.2,1.94,2.52,2.52,43.29,55.91,0.38,0.53,1.52,1.52,0.02,56.6,0.25,0.25,0,0,1,0,1,28,157,1768,4322
7573,0,5.33,0.17,1.19,1.79,1.28,88.47,2.1,0.05,0.08,1.81,1.75,0.48,2.4,0.03,0.03,0,0,1,0,57,63,52,1767,2710
7574,0,0.94,0,2.06,2.01,1.94,22.32,22.18,0.26,0.33,4.24,4.22,0.05,22.74,0.06,0.06,0,0,1,0,3,0,0,1767,4711
7575,0,142.29,1.27,1.01,1,0.33,1.5,1.25,0.03,0.54,0.8,0.79,0.8,1.35,0.04,0.04,0,0,1,0,302,76,20,2631,4531
7576,0,2.76,1.28,1.36,2.84,2.07,9.9,5.18,0.06,0.14,0.87,0.88,0.18,9.31,0.12,0.11,0,0,1,0,106,39,189,1766,2600
7577,0,1.5,0,1.67,1.51,0.76,1.73,3.49,0.01,0.01,0.79,0.76,0.3,5.99,0.03,0.03,0,0,1,0,155,0,0,1765,4648
7578,0,0.42,0.12,3.37,2.23,2.23,1.35,29.19,0.05,0.06,0.54,0.46,0.03,97.52,0.32,0.37,0,0,1,0,0,75,89,1764,7732
7579,0,5.53,0,1.18,1.08,1.08,1.38,4.54,0.12,0.41,1.91,1.91,0.22,5.54,0.08,0.08,0,0,1,0,0,0,0,1764,2511
7581,0,5.89,0,1.17,1.09,0.65,1.23,3.65,0.09,0.27,1.42,1.4,0.27,5.47,0.09,0.1,0,0,1,0,76,0,0,1763,2220
7582,0,29.06,5.21,1.03,1.28,1.24,17.17,9.02,0.03,0.07,2.43,2.47,0.11,11.13,0.01,0.01,0,0,1,0,4,61,65,1762,2920
7583,0,3.31,0,1.3,1.19,0.94,2.1,14.26,0.05,0.18,2.77,2.85,0.07,20.22,0.02,0.02,0,0,1,0,24,86,50,1762,4649
7585,0,7.71,0,1.13,1.29,1.04,4.05,2.1,0.05,0.09,0.99,0.96,0.48,2.6,0.06,0.06,0,0,1,0,66,0,182,1761,2562
7586,0,12.78,0,1.08,1.88,1.88,8.76,149.28,0.02,-0.26,1.84,1.39,0.01,297.95,0.03,0.03,0,0,1,1,0,0,0,1761,8299
7587,0,4.46,0.33,1.22,1.65,1.65,5.64,39.58,0.05,0.24,2,1.85,0.03,78.4,0.05,0.05,0,0,1,0,0,66,114,1761,6201
7589,0,2.14,0,1.47,0.77,0.73,0.74,4.55,0.04,0.08,1.2,1.14,0.22,8.55,0.06,0.07,0,0,1,0,7,0,0,1759,5610
7590,0,1.06,0,1.94,2.8,2.7,26.82,25.66,0.09,0.13,1.44,1.43,0.04,29.13,0.07,0.07,0,0,1,0,9,72,131,1758,3312
7591,0,0.45,0,3.24,1.39,1.16,1.2,1.61,0.01,0,0.45,0.45,0.12,47.78,0.08,0.08,0,0,0,0,55,189,176,1757,4646
7592,0,2.78,0.72,1.36,3.28,3.23,10.96,65.88,0.32,0.84,1.48,1.47,0.02,71.25,0.23,0.23,0,0,1,0,4,50,7,1757,5510
7593,0,4.26,2.52,1.23,3.09,0.8,35.14,4.29,0.01,0.03,0.43,0.43,0.23,5.88,0.04,0.04,0,0,1,0,615,156,176,1755,4120
7594,0,6.96,0,1.14,1.21,1.14,7.62,14.83,0.09,0.46,1.28,1.28,0.07,16,0.07,0.07,0,0,1,0,17,0,185,1754,4520
7595,0,0.58,0,2.71,1.09,1.09,1.04,12.2,0.04,0.04,0.79,0.6,0.08,62.34,0.23,0.31,0,0,1,0,0,0,0,1754,6201
7596,0,5.63,0,1.18,1.4,1.38,2.07,27.4,0.11,0.45,2.04,2,0.04,35.2,0.07,0.07,0,0,1,0,2,0,0,1753,1413
7598,0,37.87,2.6,1.03,1.08,0.62,24.45,5.4,0.01,0.1,1.47,1.43,0.13,7.18,0.01,0.01,0,0,0,0,105,165,128,1753,4649
7599,0,4.48,0.83,1.22,1.29,0.85,1.4,5.28,0.03,0.07,1.84,1.72,0.18,18.42,0.05,0.05,0,0,1,0,44,86,0,1752,1083
7600,0,1.05,0.02,1.95,1.85,1.3,2.99,17.04,0.1,0.14,1.47,1.37,0.06,18.28,0.07,0.08,0,0,1,0,60,94,106,1752,4674
7601,0,3.66,0.62,1.27,1.34,0.16,4.72,3.06,0.06,0.11,1.31,1.3,0.33,4.29,0.06,0.06,0,0,1,0,230,162,21,1751,4777
7602,0,0.83,0.17,2.21,2.22,1.95,1.95,15.26,0.04,0.05,0.91,0.9,0.07,23.7,0.07,0.08,0,0,1,0,31,54,209,1751,2561
7603,0,2.71,1.53,1.37,1.79,0.45,21.74,2.13,0.07,0.09,1.69,1.69,0.47,2.21,0.04,0.04,0,0,1,0,158,52,36,1750,4621
7604,0,14.13,0,1.07,0.62,0.59,0.54,5.51,0.02,0.09,1.53,1.47,0.18,19.24,0.06,0.06,0,0,1,0,5,0,0,1750,9329
7605,0,1.51,0.01,1.66,1.68,1.52,6.71,68.45,0.42,0.78,1.49,1.38,0.01,70.5,0.29,0.32,0,0,1,0,21,58,119,1750,2042
7606,0,1.91,0,1.52,0.96,0.72,0.97,99.78,0.15,0.31,2.46,2.43,0.01,147.49,0.09,0.1,0,0,1,0,15,40,3,1749,5610
7607,0,8.94,0,1.11,1.21,1.07,3.47,31.88,0.05,0.27,1.38,1.25,0.03,41.53,0.05,0.05,0,0,1,0,29,0,0,1748,4120
7608,0,0.81,0.09,2.24,1.68,1.68,1.94,87.03,0.16,0.21,1.93,1.93,0.01,125.27,0.12,0.12,0,0,1,0,0,43,1,1747,5510
7610,0,6.18,2.46,1.16,1.26,1.26,4.59,5.39,0.1,0.59,2.39,2.38,0.19,5.77,0.05,0.05,0,0,1,0,0,11,119,1746,8790
7611,0,5.33,0,1.19,1.16,0.76,3.51,1.07,0.23,0.23,2.56,2.56,0.85,1.26,0.1,0.1,0,0,1,0,47,0,0,1746,4772
7612,0,31.64,0.56,1.03,0.9,0.77,0.27,13.28,0.01,0.22,0.82,0.58,0.07,36.3,0.04,0.06,0,0,1,0,58,305,226,1746,9002
7613,0,7.01,0,1.14,1.03,0.94,1.1,12.18,0.07,0.38,1.41,1.41,0.08,17.55,0.07,0.07,0,0,1,0,17,0,0,1746,2512
7614,0,0.67,0.04,2.49,1.88,1.73,1.04,1.14,0,0,0.06,0.03,0.88,5.92,0.4,0.84,0,0,1,1,34,38,319,1744,6820
7616,0,1.67,0,1.6,1.73,1.73,13.33,101.61,0.25,0.48,1.71,1.71,0.01,103.07,0.15,0.15,0,0,1,0,0,92,1,1744,4775
7617,0,1.2,0,1.83,0.42,0.36,0.84,42.96,0.12,0.26,0.35,0.24,0.02,48.76,0.39,0.56,0,0,1,0,17,0,79,1744,2920
7618,0,2.77,0.37,1.36,1.28,1.28,1.51,7.68,0.08,0.18,1.35,1.34,0.13,12.42,0.1,0.1,0,0,1,0,0,84,125,1742,8292
7619,0,2.19,0,1.46,1.08,0.91,1.19,2.52,0.08,0.11,0.51,0.54,0.39,2.63,0.16,0.15,0,0,1,0,79,0,0,1741,1413
7620,0,1.28,0,1.78,1.94,1,35.94,71.07,0.12,0.23,2.44,2.44,0.01,73.8,0.05,0.05,0,0,1,0,71,33,24,1741,4759
7621,0,5.12,1.76,1.2,1.31,1.23,7.47,2.54,0.02,0.03,1.4,1.38,0.39,3.59,0.02,0.02,0,0,1,0,15,104,222,1740,2562
7622,0,1.91,0,1.52,1.47,1.47,1.7,-49.82,-0.14,-0.41,3.96,3.84,-0.02,-17.54,-0.01,-0.01,1,1,1,1,0,0,0,1740,7022
7623,0,-4.04,0,0.75,0.58,0.57,-0.44,-111.53,-0.35,-1.07,2.12,1.48,-0.01,-85.57,-0.13,-0.18,1,1,1,1,2,96,94,1740,9310
7624,0,15.9,5.7,1.06,1.36,0.56,1.4,1.98,0.04,0.12,0.52,0.52,0.51,2.21,0.08,0.08,0,0,1,0,249,103,154,1740,4671
7625,0,4.33,0.51,1.23,1.27,1.21,11.65,99.35,0.24,0.85,1.43,1.38,0.01,101.86,0.17,0.18,0,0,1,0,12,62,194,1739,6201
7626,0,55.77,10.57,1.02,1,1,1.03,2.03,0.02,0.24,2.51,2.51,0.49,2.9,0.01,0.01,0,0,1,0,0,92,100,1739,7311
7627,0,11.76,3.12,1.09,0.96,0.92,0.72,3.67,0.07,0.46,1.67,1.66,0.27,5.45,0.06,0.06,0,0,1,0,8,108,151,1739,1039
7628,0,58.27,0,1.02,0.91,0.9,0.24,1.06,0.02,0.06,1.65,1.65,0.95,1.84,0.02,0.02,0,0,1,0,2,0,0,1739,2561
7629,0,2.3,0.06,1.43,1.67,1.66,17.54,19.01,0.06,0.13,1.11,1.1,0.05,23.61,0.06,0.06,0,0,1,0,1,148,142,1739,4120
