X1,status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
3677,0,67.02,8.15,1.01,1.06,1.06,4.29,17.59,0.01,0.11,3.09,3.07,0.06,23.92,0,0,0,0,1,0,0,89,85,9463,8120
3678,0,0.91,0.62,2.1,1.43,0.85,1.18,27.92,0.14,0.2,0.9,0.86,0.03,43.86,0.22,0.23,0,0,0,0,62,22,56,9460,1392
3679,0,31.51,0,1.03,1.53,1.53,46.22,33.36,0.02,0.08,3.42,3.42,0.03,37.45,0.01,0.01,0,0,1,0,0,10,63,9451,5229
3680,0,8.74,1.49,1.11,1.05,1.04,1.27,19.3,0.09,0.58,1.02,1.02,0.05,23.52,0.11,0.11,0,0,1,0,3,191,250,9447,4200
3681,0,0.64,0.12,2.57,2.1,1.72,1.53,22.1,0.08,0.09,0.66,0.63,0.04,29.69,0.17,0.18,0,0,1,0,50,63,16,9440,2110
3682,0,0.29,0.01,4.41,7.17,7.17,3.34,21.56,0.45,0.5,1.35,0.81,0.05,28.45,0.44,0.73,0,0,1,0,0,10,10,9427,5520
3684,0,0.35,0.09,3.89,5.03,5.03,4.99,21.98,0.08,0.09,0.31,0.24,0.04,31.47,0.3,0.39,0,0,0,0,0,74,108,9413,2932
3685,0,3.17,0.97,1.31,2.59,1.62,1.97,-153.84,-0.1,-0.32,0.46,0.55,-0.01,-97.11,-0.13,-0.11,1,1,1,1,183,88,62,9401,1030
3686,0,12.33,1.71,1.08,1.04,0.82,1.86,8.65,0.03,0.16,1.84,1.83,0.11,13.75,0.02,0.02,0,0,1,0,41,149,116,9399,4660
3687,0,0.94,0,2.06,2.14,1.65,7.67,230.98,0.09,0.13,2.47,2.32,0,280.12,0.05,0.05,0,0,1,0,31,0,0,9386,4690
3688,0,2.73,1,1.37,1.08,0.7,1.17,1.49,0.01,-0.01,1.22,1.21,0.67,7.99,0.03,0.03,0,0,1,1,73,91,125,9383,2221
3689,0,2.45,0.46,1.41,1.27,0.47,1.71,1.56,0.01,0,1.07,1.05,0.64,6.48,0.05,0.05,0,0,1,1,165,159,76,9380,1102
3690,0,5.71,2.75,1.18,0.85,0.57,0.76,2.42,0.03,0.06,0.87,0.8,0.41,4.59,0.06,0.06,0,0,1,0,79,133,140,9349,4291
3692,0,0.39,0,3.58,3.81,3.26,6.29,1.52,0.02,0.01,1.17,1.12,0.55,4.19,0.04,0.04,0,0,1,0,39,36,99,9341,4646
3693,0,9.61,4.61,1.1,0.85,0.67,0.69,7.6,0.07,0.54,1.24,1.16,0.13,14.6,0.11,0.12,0,0,1,0,39,84,104,9337,4669
3694,0,4.08,1.41,1.25,0.92,0.79,0.92,3.58,0.03,0.04,1.6,1.57,0.2,10.34,0.04,0.04,0,0,0,0,16,93,75,9333,1721
3695,0,1.69,0.03,1.59,1.28,1.13,1.59,55.44,0.11,0.21,1.28,1.25,0.02,66.24,0.1,0.1,0,0,1,0,24,100,74,9332,2841
3696,0,2.64,1.07,1.38,0.51,0.2,0.7,4.57,0.06,0.11,0.19,0.16,0.21,6.04,0.38,0.44,0,0,1,0,280,36,12,9328,6820
3697,0,2.26,0.12,1.44,1.81,1.54,4.06,138.84,0.1,0.22,1.75,1.74,0.01,166.05,0.07,0.07,0,0,0,0,27,71,97,9318,2060
3698,0,72.79,0,1.01,1.03,1.03,35.55,1.82,0.01,0,6.9,6.9,0.55,2.27,0,0,0,0,1,1,0,50,48,9314,4222
3699,0,0.84,0.07,2.19,2.98,2.16,7.62,15.23,0.03,0.03,2.24,2.16,0.05,28.34,0.02,0.02,0,0,0,0,40,32,60,9308,2651
3700,0,22.85,0,1.04,1.04,0.84,2.02,400.75,0.03,0.35,2.74,2.49,0,532.67,0.02,0.02,0,0,1,0,25,0,0,9292,4651
3701,0,9.63,0.06,1.1,5.46,1.24,13.21,12.82,0.01,0.05,0.29,0.1,0.07,25.64,0.05,0.14,0,0,1,0,915,183,174,9267,4120
3702,0,4.07,0.94,1.25,1.24,0.5,2.18,3.93,0.01,0.01,0.58,0.21,0.25,12.89,0.04,0.12,0,0,1,0,323,224,120,9264,7490
3703,0,6.31,3.84,1.16,1.84,0.52,3.53,1.41,0.02,0.03,1.46,1.45,0.68,3.62,0.04,0.04,0,0,1,0,152,41,0,9260,4772
3704,0,15.7,4.8,1.06,1.04,0.74,1.37,12.56,0.05,0.67,1.03,0.83,0.08,14.02,0.05,0.07,0,0,1,0,93,98,144,9256,2829
3705,0,5.54,1.33,1.18,1.38,0.62,6.59,10.07,0.08,0.35,1.25,1.31,0.1,11.17,0.07,0.06,0,0,1,0,152,74,57,9241,2820
3706,0,1.04,0.75,1.96,1.53,0.18,1.07,1.82,0.04,0.03,0.1,0.1,0.55,3.04,0.74,0.74,0,0,1,0,568,124,38,9237,6810
3707,0,0.84,0,2.19,2.76,2.76,26.25,-84.38,-0.13,-0.24,0.83,0.82,-0.01,-76.44,-0.14,-0.14,1,1,1,1,0,14,1,9232,7410
3708,0,3.67,1.01,1.27,0.84,0.8,0.87,19.51,0.07,0.18,2.85,2.82,0.05,50.93,0.06,0.06,0,0,1,0,2,24,0,9232,5610
3709,0,10.45,0,1.1,1.1,0.71,1.9,-13.54,-0.06,-0.5,1.76,1.61,-0.07,-6.72,-0.02,-0.02,1,1,1,1,67,65,29,9229,2573
3710,0,2.87,0.01,1.35,1.36,1.36,6.9,160.25,0.12,0.31,3.66,3.48,0.01,189.24,0.04,0.04,0,0,1,0,0,63,79,9228,5320
3711,0,1.77,0.74,1.56,1.11,0.86,1.14,-3.69,-0.03,-0.09,0.75,0.73,-0.28,1.05,0.01,0.01,1,1,1,1,65,126,204,9228,1072
3712,0,0.98,0.77,2.02,2.02,1.38,5.82,-4.79,0.02,0.02,1.46,1.45,0.23,-1.3,0,0,1,0,0,0,72,5,152,9228,4673
3713,0,2.31,0.62,1.43,1.35,0.67,1.57,-18.82,-0.02,-0.07,1.27,1.26,-0.05,24.85,0.02,0.02,1,1,1,1,100,86,58,9225,1395
3714,0,1.04,0.09,1.96,2.76,2.61,3.26,220.02,0.11,0.15,1.05,1.03,0,273.97,0.12,0.13,0,0,0,0,15,80,139,9221,1520
3717,0,14.51,1.72,1.07,1.15,1.15,2.36,-0.52,0,-0.22,0.95,0.98,-1.93,0.18,0,0,1,1,1,1,0,244,309,9209,4221
3718,0,2.09,0.55,1.48,1.43,1.43,1.29,1.47,0.01,0,1.14,1.12,0.61,7.59,0.04,0.04,0,0,1,0,0,37,131,9181,6311
3719,0,1.2,0.31,1.83,1.5,1.12,1.33,-3.25,-0.04,-0.09,0.34,0.29,-0.36,-0.49,-0.02,-0.02,1,1,1,1,136,98,288,9173,2361
3720,0,2.14,0.21,1.47,1.82,1.76,23.34,10.92,0.1,0.18,1.42,1.38,0.09,11.71,0.08,0.08,0,0,1,0,8,115,90,9160,2562
3721,0,0.83,0.55,2.2,2.27,1.5,15.63,18.9,0.07,0.09,1.15,1.14,0.05,21.91,0.07,0.08,0,0,1,0,103,38,86,9151,4690
3722,0,28.35,0,1.04,1.15,1.08,4.01,3.26,0.01,0.13,3.11,3.11,0.28,4.02,0.01,0.01,0,0,1,0,7,0,0,9149,4631
3723,0,11.32,3.21,1.09,1.01,0.94,1.03,4.98,0.05,0.18,1.1,1.1,0.2,8.11,0.07,0.07,0,0,1,0,17,88,175,9142,2920
3724,0,0.69,0.12,2.45,2.46,2.16,2.64,20.58,0.06,0.07,1.25,1.24,0.04,29.67,0.06,0.06,0,0,0,0,26,70,150,9117,4662
3725,0,7.82,3.81,1.13,0.63,0.36,0.74,1.63,0.05,0.09,1.56,1.53,0.59,2.98,0.06,0.06,0,0,1,0,30,73,28,9107,2312
3726,0,1.56,0.43,1.64,0.48,0.47,0.63,5.8,0.02,0,1.17,0.68,0.17,18.19,0.06,0.1,0,0,1,0,2,24,70,9106,8710
3727,0,7.18,4.26,1.14,0.91,0.6,0.83,-1.17,-0.13,-1.99,1.28,1.3,-0.85,-0.2,-0.02,-0.02,1,1,1,1,61,48,83,9094,1399
3728,0,5.33,3.31,1.19,1.21,1.08,1.17,1.88,0.03,0,1.73,1.69,0.53,4.74,0.04,0.04,0,0,1,0,11,53,41,9084,4631
3729,0,4.44,2.95,1.23,1.22,0.81,1.08,10.08,0.13,0.43,1.1,1.09,0.11,14.66,0.19,0.19,0,0,1,0,34,38,0,9071,3103
3730,0,4.9,3.98,1.2,0.25,0.2,0.85,0.83,0.06,0.23,0.38,0.33,0.29,3.12,0.13,0.15,0,0,0,0,10,45,7,9056,5000
3731,0,0.34,0.02,3.97,3.55,2.28,2.37,131.8,0.03,0.03,0.68,0.66,0.01,230.83,0.08,0.08,0,0,1,0,127,73,143,9046,1431
3732,0,11.69,6.03,1.09,0.68,0.41,0.28,2.02,0.03,0.07,2.87,2.84,0.49,3.35,0.02,0.02,0,0,1,0,31,23,30,9042,4647
3733,0,9.81,5.27,1.1,0.83,0.66,0.71,1.42,0.05,0.08,1.01,1,0.67,2,0.06,0.06,0,0,1,0,41,114,164,9040,4673
3734,0,1.04,0,1.96,2.07,1.93,18.2,57.03,0.12,0.16,1.43,1.33,0.02,60.7,0.09,0.09,0,0,1,0,16,120,215,9039,4532
3736,0,1.23,0.75,1.81,1.96,1.66,3.98,6.75,0.03,0.03,0.52,0.51,0.15,12.35,0.09,0.1,0,0,1,0,93,101,303,9039,4646
3737,0,4.5,3.24,1.22,5.62,3.23,2.84,0.77,0.01,-0.01,0.18,0.33,1.3,0.83,0.04,0.02,0,1,1,1,600,52,4,9036,6820
3738,0,2.6,1.08,1.39,0.94,0.94,0.91,3.04,0.02,0.02,2.14,2.06,0.69,7.75,0.05,0.05,0,0,1,0,0,27,91,9025,8800
3739,0,10.1,3.11,1.1,2.02,0.98,42.63,1.85,0.04,0.12,1.87,1.86,0.51,2.15,0.02,0.02,0,0,1,0,100,78,64,8999,4675
3740,0,7.89,3.75,1.13,1.59,1.58,3.5,1.62,0.02,0.1,1.5,1.43,0.56,5.2,0.04,0.04,0,0,1,0,1,60,185,8998,4941
3741,0,5.07,3.31,1.2,1.13,1.05,1.31,2.04,0.05,0.07,1.52,1.52,0.49,3.42,0.06,0.06,0,0,1,0,13,55,126,8986,1051
3742,0,6.04,2.35,1.17,1.16,0.94,2.49,3.68,0.04,0.12,1.49,1.46,0.38,4.82,0.05,0.06,0,0,1,0,42,46,149,8971,2829
3744,0,0.91,0.05,2.1,1.76,1.6,1.86,27.53,0.03,0.05,1.1,1.04,0.03,67.04,0.07,0.07,0,0,0,0,20,101,144,8935,2815
3745,0,0.95,0,2.06,1.37,1.36,1.26,128.83,0.14,0.2,0.56,0.55,0.01,140.52,0.24,0.24,0,0,0,0,1,0,70,8925,6201
3746,0,1.48,1.32,1.68,2.27,2.25,1.15,6.13,0.06,0.07,0.77,0.75,0.16,13.65,0.17,0.18,0,0,1,0,1,12,4,8907,9329
3747,0,1.67,0.24,1.6,1.69,1.56,30.95,51.54,0.14,0.25,1.6,1.54,0.02,53.59,0.09,0.09,0,0,1,0,17,102,196,8902,4647
3748,0,3,1.83,1.33,1.98,0.65,13.59,2.64,0.02,0.04,0.51,0.39,0.34,3.56,0.06,0.07,0,0,1,0,460,76,166,8900,4120
3749,0,0.7,0,2.43,4.79,3.1,5.51,6.73,0.01,0.01,1.46,1.46,0.15,13.57,0.02,0.02,0,0,1,0,75,38,125,8895,1723
3750,0,40.13,0.45,1.02,1.02,0.32,2.77,3.61,0.01,0.18,0.29,0.41,0.28,5.76,0.07,0.05,0,0,1,0,840,69,257,8882,2511
3751,0,4.53,0.29,1.22,1.66,1.52,2.2,11.98,0.04,0.16,1.48,1.44,0.08,21.13,0.05,0.05,0,0,1,0,16,66,147,8882,8610
3752,0,0.7,0.35,2.42,3.04,1.58,3.09,15.3,0.03,0.04,0.6,0.54,0.06,23.39,0.09,0.1,0,0,1,0,222,72,76,8878,3100
3753,0,0.8,0,2.26,0.65,0.63,0.82,-80.83,-0.25,-0.45,0.41,0.39,-0.01,-56.49,-0.42,-0.44,1,1,1,1,6,40,19,8874,5510
3754,0,91.61,32.19,1.01,1.6,0.64,8.57,1,0,0.21,0.54,0.56,0.4,3.13,0.01,0.01,0,0,0,0,388,129,99,8865,4120
3755,0,3.38,1.62,1.3,0.77,0.45,0.85,1.41,0.01,0.04,0.71,0.67,0.71,8.76,0.11,0.11,0,0,1,0,72,101,92,8855,1712
3756,0,11.01,3.82,1.09,1.34,0.62,5.63,1.56,0.02,0.12,1.48,1.41,0.63,3.38,0.04,0.04,0,0,1,0,125,81,92,8851,2611
3757,0,1.71,0,1.58,1.48,1.42,4.83,14.27,0.21,0.39,2.33,2.23,0.07,15.3,0.1,0.1,0,0,1,0,6,0,0,8850,4120
3758,0,3.94,1.39,1.25,0.52,0.36,0.55,1.42,0.01,0.01,0.71,0.5,0.7,4.34,0.06,0.09,0,0,1,0,51,87,3,8837,4771
3759,0,6.15,0,1.16,1.16,0.76,1.39,45.69,0.03,0.13,6.6,6.58,0.02,49.22,0.01,0.01,0,0,0,0,14,0,0,8831,4711
3760,0,3.96,1.95,1.25,1.25,1.04,1.67,3.26,0.03,0.03,3.77,3.72,0.31,7.5,0.02,0.02,0,0,1,0,13,36,37,8813,4631
3761,0,6.81,3.46,1.15,0.94,0.87,0.91,1.56,0.05,0.1,1.49,1.48,0.64,2.59,0.06,0.06,0,0,1,0,11,87,116,8792,1091
3762,0,2.33,0.08,1.43,1.43,1.15,2.51,10.69,0.1,0.18,1.46,1.46,0.09,14.45,0.1,0.1,0,0,1,0,40,106,94,8791,4321
3763,0,0.55,0,2.82,2.05,1.59,1.37,4.65,0.01,0.01,1.36,1.35,0.13,21.51,0.03,0.03,0,0,0,0,25,43,13,8786,4711
3765,0,0.56,0.01,2.79,2.98,2.85,17.57,375.43,0.1,0.11,0.85,0.87,0,457.56,0.14,0.14,0,0,0,0,17,127,143,8781,4641
3766,0,0.66,0,2.51,4.1,2.66,7.51,31.84,0.04,0.04,0.72,0.72,0.03,45.74,0.07,0.07,0,0,1,0,159,88,33,8774,4752
3767,0,18.16,1.15,1.06,0.92,0.91,0.75,15.51,0.04,0.21,2.59,2.49,0.06,31.02,0.03,0.03,0,0,1,0,2,71,69,8773,4520
3768,0,1.23,0.05,1.81,2.24,2.13,7.01,317.56,0.28,0.44,1.68,1.67,0,347.95,0.18,0.19,0,0,1,0,10,64,138,8772,2399
3769,0,8.67,4.6,1.12,1.34,0.95,3.02,0.5,0.01,-0.12,1.15,1.11,2,2.05,0.04,0.04,0,1,1,1,84,114,167,8767,2434
3770,0,5.06,0,1.2,1.26,1.01,2.03,51.86,0.05,0.19,1.19,1.24,0.02,81.53,0.05,0.05,0,0,0,0,52,0,0,8760,2510
3771,0,2.25,0.6,1.44,1.69,0.97,1.43,12.1,0.06,0.18,1.23,1.01,0.08,23.25,0.09,0.11,0,0,1,0,65,57,44,8744,113
3772,0,0.41,0.37,3.46,1.79,1.79,1.05,-47.97,-0.22,-0.24,0.14,0.1,-0.02,16.68,0.56,0.78,1,1,1,1,0,43,10,8739,7320
3773,0,2.25,0.23,1.44,1.59,1.23,4.9,76.85,0.13,0.29,1.43,1.42,0.01,91.14,0.09,0.09,0,0,0,0,52,62,140,8736,3320
3774,0,23.9,0,1.04,1,0.9,0.98,9.88,0.02,0.31,6.5,6.5,0.1,11.28,0,0,0,0,1,0,5,51,4,8716,4672
3776,0,2.33,0,1.43,1.3,0.41,2.05,63.78,0.14,0.3,5.25,5.24,0.02,79.35,0.03,0.03,0,0,1,0,39,34,1,8709,4690
3777,0,11.56,0,1.09,1.43,1.2,8.06,9.21,0.05,0.4,1.73,1.71,0.11,15.52,0.05,0.05,0,0,1,0,32,0,0,8678,4322
3778,0,11.46,1.84,1.09,1.08,1.04,1.72,2.7,0.03,0.08,3.19,3.19,0.37,5.18,0.02,0.02,0,0,1,0,4,76,92,8678,4638
3779,0,7.86,0,1.13,1.29,0.72,9.2,1.62,0.03,0.04,1.63,1.61,0.56,3.39,0.03,0.03,0,0,1,0,95,0,0,8676,4752
3781,0,3.5,0.39,1.29,1.43,1.28,10.3,1.61,0.03,0.03,3.39,3.39,0.57,2.27,0.01,0.01,0,0,1,0,11,72,57,8649,4631
3782,0,1.72,0,1.58,1.39,1.22,2.44,15.86,0.12,0.21,3.84,3.83,0.06,19.76,0.04,0.04,0,0,1,0,10,0,64,8647,4634
3783,0,1.2,0.4,1.83,1.94,1.56,2.13,33.62,0.13,0.21,0.93,0.91,0.03,37.59,0.16,0.16,0,0,1,0,54,86,88,8643,2811
3784,0,13.48,2.75,1.07,1.14,0.74,2.25,3.37,0.06,0.2,2.02,1.81,0.29,4.44,0.04,0.05,0,0,1,0,57,54,44,8639,4646
3786,0,13.72,2.36,1.07,1.18,0.93,5.08,1.48,0.02,0.07,2.33,2.15,0.53,1.66,0.01,0.01,0,0,1,0,32,119,43,8621,1032
3787,0,1.78,0.1,1.56,1.68,1.2,18.89,48.29,0.02,0.05,1.24,1.22,0.02,69.44,0.02,0.02,0,0,0,0,82,149,132,8616,4647
3788,0,3.11,0.17,1.32,0.81,0.76,0.94,-2.78,-0.04,-0.25,0.44,0.42,-0.36,1.63,0.06,0.06,1,1,1,1,10,46,11,8606,9311
3789,0,1.01,0.36,1.99,1.42,0.88,1.56,-7.81,-0.01,-0.03,1.3,1.29,-0.13,3.45,0,0,1,1,1,1,70,52,106,8605,4673
3790,0,1.71,0.44,1.59,2.17,1.87,23.21,196.27,0.29,0.43,1.87,1.87,0.01,202.37,0.16,0.16,0,0,1,0,26,84,49,8599,1520
3791,0,4.93,0,1.2,1.15,1.14,1.16,9.66,0.12,0.44,1.57,1.52,0.1,22.14,0.17,0.18,0,0,1,0,0,0,0,8591,4651
3792,0,0.33,0,4.05,4.41,3.84,3.41,566.96,0.16,0.15,1.8,1.79,0,731.57,0.11,0.11,0,0,1,0,20,24,55,8591,1061
3793,0,0.43,0.05,3.33,3.85,3.47,17.73,48.28,0.21,0.21,2.36,2.36,0.02,50.87,0.1,0.1,0,0,1,0,15,12,121,8572,1610
3794,0,1.71,1.18,1.58,1.55,1.17,1.38,10.96,0.08,0.15,1.25,1.24,0.09,27.26,0.15,0.15,0,0,1,0,38,34,93,8548,2221
3795,0,1.73,1.28,1.58,1,0.18,1,3.36,0.03,0.02,0.49,0.49,0.3,6.99,0.11,0.11,0,0,1,0,324,42,59,8547,1039
3796,0,1.47,0,1.68,1.69,1.69,6.79,132.6,0.42,0.69,2.12,2.12,0.01,141.56,0.21,0.21,0,0,1,0,0,37,115,8541,6312
3797,0,3.59,0,1.28,1.72,0.57,2.33,17.47,0.07,0.21,1.91,1.9,0.06,29.47,0.07,0.07,0,0,1,0,97,0,0,8538,4778
3798,0,7.55,3.95,1.13,1.22,1.19,1.91,1.58,0.03,0.02,0.79,0.74,0.63,3.42,0.09,0.09,0,0,1,0,11,116,304,8534,4321
3799,0,2.05,0.5,1.49,1.16,1.15,1.18,19.37,0.11,0.26,1.06,0.98,0.05,26.58,0.14,0.15,0,0,1,0,0,116,132,8526,4941
3800,0,99.07,0.24,1.01,1.13,0.98,3.06,4.42,0.02,0.33,2.69,2.69,0.23,8.07,0.01,0.01,0,0,1,0,17,61,7,8523,147
3801,0,7.22,0,1.14,1.13,1.13,3.88,187.39,0.15,0.91,1.33,1.28,0.01,193.91,0.11,0.12,0,0,1,0,0,0,0,8521,6201
3802,0,1.37,0.31,1.73,1.81,1.03,2.41,8.75,0.05,0.06,0.99,0.99,0.11,11.57,0.06,0.06,0,0,1,0,119,120,90,8515,4672
3803,0,3.06,0.24,1.33,1.35,0.48,1.92,40.04,0.03,0.08,1.05,1.01,0.02,60.94,0.04,0.05,0,0,1,0,175,100,23,8512,2829
3804,0,1.22,0.62,1.82,2.03,0.99,1.74,4.22,0.01,0.01,0.98,1,0.24,34.81,0.05,0.05,0,0,1,0,113,72,94,8501,2229
3805,0,10.92,4.71,1.09,1.08,1.08,1.61,4.23,0.03,0.23,4.08,4.08,0.24,4.93,0.01,0.01,0,0,1,0,0,39,79,8498,4675
3806,0,2.7,0.38,1.37,1.58,1.41,4.09,16.87,0.12,0.28,1.61,1.58,0.06,19.27,0.09,0.09,0,0,1,0,22,69,135,8483,2932
3807,0,0.72,0,2.4,3.35,2.66,5.18,24.76,0.12,0.14,0.99,0.96,0.04,29.47,0.14,0.15,0,0,1,0,65,68,67,8481,2932
3808,0,2.17,0.46,1.46,3.4,3.33,11.57,9.29,0.05,0.09,1.59,1.59,0.11,16.85,0.05,0.05,0,0,1,0,5,17,181,8476,8010
3809,0,2.88,1.53,1.35,1.78,1.78,2.32,6.97,0.03,0.04,0.47,0.46,0.31,8.81,0.17,0.18,0,0,1,0,2,155,211,8461,812
3810,0,2.42,0.9,1.41,1.45,1.08,2.05,3.87,0.04,0.07,1.16,1.14,0.25,4.51,0.04,0.04,0,0,1,0,62,108,117,8456,4752
3811,0,29.15,2.6,1.03,1.56,1.56,4.02,8.36,0.03,0.3,0.59,0.53,0.12,12.9,0.07,0.07,0,0,1,0,0,166,500,8452,4931
3812,0,1.03,0.01,1.97,1.29,1.29,1.26,-17.45,-0.05,-0.1,0.65,0.58,-0.06,12.69,0.05,0.06,1,1,1,1,0,48,235,8448,6020
3813,0,2.02,1.67,1.5,1.68,1.15,1.83,2.91,0.04,0.05,0.94,1,0.34,4.22,0.06,0.06,0,0,1,0,82,33,116,8447,1051
3815,0,2.26,1.87,1.44,1.22,1.06,1.39,2.45,0.04,0.05,1.25,1.24,0.36,3.14,0.04,0.04,0,0,1,0,26,22,135,8442,4638
3816,0,0.14,0,7.96,4.51,4.5,1.39,20.79,0.08,0.06,0.33,0.33,0.03,28.34,0.17,0.17,0,0,0,0,2,65,203,8439,3811
3817,0,0.63,0.13,2.6,2.87,2.56,2.32,7.13,0.01,0.01,0.95,0.92,0.13,27.99,0.03,0.03,0,0,1,0,28,74,170,8437,2751
3818,0,63.78,0.15,1.02,0.85,0.51,0.18,2.51,0.03,0.44,1.79,1.78,0.38,5.43,0.03,0.03,0,0,1,0,68,130,11,8437,4759
3819,0,26.52,0,1.04,1.7,1.7,10.88,0.64,0,-0.07,3.38,3.38,1.56,1.64,0,0,0,1,1,1,0,0,0,8432,8690
3820,0,1.51,0.71,1.66,1.37,0.58,1.32,2.77,0.03,0.02,0.47,0.46,0.36,5.89,0.11,0.12,0,0,1,0,243,73,119,8424,121
3821,0,1.72,0.76,1.58,2.55,1.22,23.8,3.97,0.16,0.23,1.26,1.26,0.24,4.22,0.13,0.13,0,0,1,0,146,73,72,8417,4634
3822,0,1.86,0,1.54,1,0.97,1,5.45,0.03,0.06,1.05,1.02,0.18,12.14,0.06,0.06,0,0,1,0,3,0,102,8416,4677
3823,0,5.99,2.87,1.17,0.83,0.65,0.88,1.78,-0.29,-2.07,0.68,0.62,-0.03,3.8,0.05,0.05,0,1,1,1,40,82,69,8413,2829
3825,0,1.1,0.94,1.91,1.36,0.87,1.07,1.26,0.01,0,0.15,0.14,0.79,8.11,0.27,0.29,0,0,1,0,178,28,0,8405,121
3826,0,5.04,4.62,1.2,1.19,0.66,1.73,2.65,0.05,0.14,2.37,2.24,0.38,4.18,0.03,0.03,0,0,1,0,56,5,35,8405,2454
3827,0,41.67,0,1.02,0.99,0.99,0.88,8.73,0.01,0.14,5.3,4.64,0.11,41.86,0.01,0.01,0,0,1,0,0,0,51,8403,5224
3828,0,1.35,0.84,1.74,2.18,1.66,1.98,49.31,0.13,0.23,0.7,0.56,0.02,68.01,0.26,0.33,0,0,1,0,80,45,68,8399,2820
3829,0,2.23,0.89,1.45,1.46,0.66,2.03,3.69,0.04,0.07,0.42,0.34,0.27,4.91,0.13,0.17,0,0,1,0,363,85,225,8395,4120
3830,0,0.94,0.31,2.06,1.37,1.14,1.21,10.83,0.05,0.07,0.91,0.97,0.09,21.17,0.12,0.11,0,0,1,0,29,62,128,8395,1610
3831,0,7.48,0,1.13,1.07,0.89,1.65,6.92,0.05,0.24,2.07,2.07,0.14,9.4,0.03,0.03,0,0,1,0,27,99,112,8386,4636
3832,0,12.3,7,1.08,0.95,0.93,0.86,1.53,0.05,0.03,1.08,1.07,0.65,2.15,0.06,0.06,0,0,1,0,4,58,197,8373,1512
3833,0,1.57,0.3,1.64,1.62,1.17,1.96,4.3,0.01,0.01,0.77,0.87,0.22,12.9,0.05,0.04,0,0,1,0,95,82,201,8366,4321
3834,0,5.39,2.42,1.19,0.74,0.74,0.53,11.6,0.04,0.17,1.35,1.35,0.09,17.36,0.05,0.05,0,0,1,0,0,112,128,8360,4941
3835,0,4.56,1.29,1.22,1.11,1.08,1.56,4.43,0.02,0.06,2.21,2.2,0.22,11.87,0.02,0.02,0,0,1,0,3,74,94,8356,4941
3836,0,4.76,3.13,1.21,0.92,0.87,0.97,1.21,0.02,0.01,0.25,0.24,0.83,5.42,0.3,0.31,0,0,1,0,20,257,192,8338,3800
3838,0,2.66,0,1.38,1.21,1.14,1.6,9.46,0.07,0.15,2.68,2.63,0.11,20.5,0.05,0.06,0,0,1,0,6,0,78,8298,4638
3840,0,7.88,2.11,1.13,1.13,1.13,3.19,81.13,0.13,0.85,1.96,1.9,0.01,86.33,0.07,0.07,0,0,1,0,0,95,114,8280,4941
3841,0,2.24,1.31,1.45,1.44,1.17,1.32,3.66,0.03,0.05,0.86,0.85,0.25,8.39,0.08,0.08,0,0,1,0,41,87,116,8275,7739
3842,0,3.38,1.8,1.3,1.63,1.31,1.89,18.59,0.22,0.65,1.58,1.53,0.05,22.03,0.16,0.17,0,0,1,0,31,56,16,8274,2932
3843,0,10,1.22,1.1,0.96,0.82,0.92,7.69,0.03,0.09,1.22,1.19,0.13,19.6,0.06,0.06,0,0,1,0,31,139,157,8242,2573
3844,0,5.05,3.12,1.2,1.04,0.73,1.03,0.7,0.01,0.03,0.32,0.27,0.49,0.94,0.01,0.01,0,0,0,0,136,46,136,8235,7112
3845,0,2.76,0.4,1.36,1.35,1.13,4.56,13.92,0.06,0.12,1.39,1.31,0.09,14.92,0.06,0.06,0,0,1,0,40,148,188,8234,4644
3846,0,98.76,21.25,1.01,0.95,0.93,0.27,0.8,0,0.03,2.14,2.12,0.94,3.61,0.01,0.01,0,0,1,0,2,128,110,8225,8559
3847,0,1.47,0.6,1.68,1.43,1.23,1.47,12.02,0.06,0.1,1.47,1.46,0.08,19.92,0.06,0.06,0,0,1,0,21,58,71,8222,1512
3848,0,4.06,0,1.25,1.34,0.45,10.2,3.23,0.06,0.14,3.39,3.38,0.33,3.57,0.02,0.02,0,0,1,0,69,0,19,8216,4511
3849,0,33.64,23.48,1.03,1.02,0.56,1.01,1.7,0.03,0.02,1.84,1.76,0.59,4.96,0.04,0.04,0,0,1,0,35,30,22,8187,1431
3850,0,0.41,0.07,3.44,3.4,2.43,6.17,63.66,0.12,0.12,1.07,1.02,0.02,74.02,0.13,0.14,0,0,1,0,86,48,52,8807,2814
3851,0,1.21,0,1.83,1.56,1.3,2.07,270.65,0.08,0.12,1.67,1.72,0,374.46,0.06,0.06,0,0,0,0,27,85,0,8172,1520
3852,0,2.01,1.44,1.5,1.71,0.92,56.62,7.06,0.04,0.08,0.88,0.89,0.15,11.26,0.09,0.09,0,0,1,0,188,62,207,8152,1396
3853,0,17.94,3.11,1.06,0.99,0.97,0.83,1.08,0.01,0.01,3.15,3.14,0.9,3.76,0.01,0.01,0,0,1,0,2,85,70,8151,161
3855,0,1.44,0,1.7,1.69,1.68,2.56,30.97,0.08,0.12,1.49,1.49,0.03,34.39,0.06,0.06,0,0,1,0,1,0,0,8142,8121
