X1,V1,V2,V3,V4,V5,V6,V8,V9,V12,V13,V15,V19,V20,V21,V22,V23,V25,V26,V27,status
5536,3.0,1.31,1.33,1.27,1.04,1.42,0.04,0.1,0.14,14.58,0.07,0,36,81,141,3384,236.88000000000002,-844.4125581128394,0.004221546774738264,0
5537,5.88,2.14,1.17,1.24,0.78,9.06,0.11,0.09,0.24,4.19,0.06,0,62,47,84,3381,202.85999999999999,-971.9966617141939,0.004929508035098097,0
5538,10.79,0.0,1.09,0.97,0.42,0.77,0.08,0.64,0.05,23.9,0.1,0,201,272,121,3381,338.1,-1.0,0.0029577048210588583,0
5539,1.0,0.39,2.0,2.25,2.24,2.68,0.08,0.11,0.09,21.92,0.26,0,3,18,26,3380,878.8000000000001,-136.3846153846154,0.001137915339098771,0
5541,1.62,0.39,1.62,1.78,1.56,7.35,0.01,0.01,0.25,13.05,0.03,0,36,96,178,3378,101.33999999999999,-2127.8513706869257,0.009867771857114665,0
5542,2.62,0.0,1.38,1.51,1.22,2.45,0.02,0.02,0.04,127.11,0.05,0,35,0,0,3373,168.65,1.0,0.005929439667951378,0
5543,2.0,1.1,1.5,0.61,0.5,0.75,-0.04,-0.15,-0.3,-2.03,-0.05,1,40,92,159,3372,-168.60000000000002,-320.6272727272728,-0.0059311981020166065,0
5544,2.23,0.34,1.45,1.68,1.64,2.31,0.03,0.05,0.15,9.87,0.04,0,4,98,188,3370,134.8,-3575.4331034482757,0.007418397626112759,0
5545,4.85,0.01,1.21,1.11,1.07,1.35,0.16,0.57,0.0,562.88,0.07,0,3,70,2,3369,235.83,-111923.747107438,0.0,0
5546,4.06,0.0,1.25,1.69,1.66,2.17,0.03,0.04,0.58,4.17,0.1,0,6,0,262,3366,336.6,-1.0,0.0029708853238265003,0
5547,3.84,0.0,1.26,0.8,0.49,0.8,0.05,0.08,0.31,4.04,0.06,0,60,0,0,3364,201.84,1.0,0.004954419342053111,0
5548,1.25,0.0,1.8,1.39,0.72,1.82,-0.03,-0.06,-0.18,2.92,0.01,1,87,0,0,3363,33.63,1.0,0.029735355337496282,0
5549,6.33,0.31,1.16,0.94,0.64,0.82,0.0,0.01,0.42,32.17,0.05,0,65,167,79,3361,168.05,-7019.057975528365,0.005950609937518596,0
5551,6.33,0.0,1.16,0.83,0.66,0.67,-0.3,-2.08,-0.09,-10.17,-0.08,1,14,17,13,3358,-268.64,-1.0,-0.003722453841572365,0
5552,3.92,0.4,1.25,1.37,1.1,2.21,0.02,0.07,0.15,4.56,0.01,0,38,58,139,3358,33.58,-3693.862199999999,0.0,0
5553,11.86,0.03,1.08,0.78,0.78,0.36,0.02,0.11,0.18,10.45,0.02,0,0,118,82,3356,67.12,-181445.0740740741,0.014898688915375446,0
5554,1.09,0.0,1.92,2.18,1.87,5.28,0.22,0.34,0.03,34.32,0.16,0,31,0,28,3354,536.64,-1.0,0.0018634466308884913,0
5555,1.89,0.97,1.53,1.1,0.77,1.12,0.03,0.02,0.5,2.73,0.05,0,85,88,159,3352,167.60000000000002,-527.711156930126,0.005966587112171837,0
5557,12.88,1.91,1.08,1.1,0.9,1.46,0.02,0.04,0.54,3.51,0.02,0,35,111,142,3352,67.04,-2952.6719177816567,0.014916467780429593,0
5558,1.23,0.1,1.81,2.07,1.73,4.36,0.27,0.44,0.01,211.74,0.21,0,34,57,75,3351,703.7099999999999,-4360.460685082872,0.0,0
5559,13.55,2.35,1.07,1.19,1.19,2.47,0.04,0.18,0.28,8.63,0.09,0,0,150,283,3348,301.32,-3220.265441191092,0.003318730917297226,0
5560,0.47,0.0,3.11,4.01,3.76,4.14,0.18,0.18,0.0,322.88,0.11,0,9,7,68,3347,368.17,-1.0,0.002716136567346606,0
5561,4.06,0.0,1.25,1.32,1.32,5.7,0.02,0.03,0.51,3.4,0.04,0,0,0,0,3347,133.88,1.0,0.007469375560203167,0
5563,2.75,0.0,1.36,1.58,1.41,2.0,0.13,0.32,0.04,34.98,0.16,0,27,0,107,3343,534.88,-1.0,0.0018695782231528566,0
5564,2.59,0.28,1.39,1.78,1.78,3.88,0.23,0.56,0.0,271.07,0.16,0,0,24,127,3343,534.88,-3294.202263617677,0.0018695782231528566,0
5565,8.44,4.15,1.12,1.17,0.64,1.15,0.03,0.03,0.6,4.41,0.12,0,87,52,83,3343,401.15999999999997,-292.4247160068846,0.0024927709642038093,0
5566,0.29,0.05,4.39,5.41,5.4,3.26,0.08,0.06,0.01,159.61,0.1,0,1,21,0,3342,334.20000000000005,-504.58746697038737,0.0,0
5567,118.87,9.0,1.01,1.03,1.03,4.38,0.01,0.12,0.33,4.51,0.01,0,0,92,123,3337,33.37,-7002.142092959294,0.029967036260113877,0
5568,7.25,0.0,1.14,0.89,0.59,0.69,0.04,0.01,0.9,3.95,0.12,0,73,0,0,3336,400.32,1.0,0.0024980015987210234,0
5569,3.46,0.43,1.29,1.19,1.19,1.09,0.05,0.12,0.16,9.03,0.23,0,0,45,161,3336,767.2800000000001,-727.576596358392,0.0013033051819414032,0
5570,42.53,13.64,1.02,0.85,0.68,0.26,0.03,0.39,0.59,3.19,0.05,0,47,185,122,3334,166.70000000000002,-1212.2232697947213,0.005998800239952009,0
5571,3.33,1.31,1.3,2.0,1.7,4.71,0.11,0.19,0.35,3.06,0.09,0,38,55,179,3334,300.06,-923.0553141514972,0.0033326667999733386,0
5573,0.53,0.07,2.88,2.91,2.56,3.86,0.39,0.42,0.0,475.27,0.26,0,23,25,137,3332,866.32,-5572.469464285715,0.0011543078769969525,0
5574,0.23,0.05,5.26,1.89,1.74,1.13,0.15,0.12,0.01,115.39,0.3,0,11,24,45,3331,999.3,-1026.5748365019008,0.0010007004903432404,0
5575,0.57,0.0,2.75,1.81,1.56,1.49,0.02,0.02,0.07,31.2,0.1,0,70,0,0,3331,333.1,1.0,0.0,0
5576,0.64,0.0,2.56,3.34,3.34,82.51,0.11,0.13,0.01,144.49,0.13,0,0,110,363,3331,433.03000000000003,-1.0,0.002309308823869016,0
5577,0.3,0.0,4.3,0.91,0.68,0.98,0.13,0.16,0.0,172.63,0.03,0,11,0,0,3331,99.92999999999999,1.0,0.0,0
5578,2.88,1.24,1.35,1.46,0.83,2.28,0.04,0.07,0.33,4.07,0.06,0,119,98,153,3330,199.79999999999998,-829.1263321385901,0.005005005005005006,0
5579,10.88,1.85,1.09,1.12,0.93,1.71,0.09,0.63,0.11,12.92,0.05,0,22,91,0,3327,166.35000000000002,-1343.2907175799653,0.006011421701232341,0
5580,28.39,0.0,1.04,1.03,1.03,11.32,0.01,0.22,0.01,86.42,0.01,0,0,394,400,3327,33.27,-1.0,0.030057108506161705,0
5581,18.2,5.06,1.05,1.11,0.91,1.72,0.02,0.11,0.46,4.48,0.04,0,47,165,192,3324,132.96,-1594.4456239412762,0.007521058965102286,0
5582,2.67,0.11,1.37,1.01,1.01,1.02,0.02,0.07,0.57,2.8,0.16,0,0,70,133,3323,531.6800000000001,-1348.0279354125196,0.0,0
5583,3.25,0.0,1.31,1.54,1.2,3.93,0.1,0.26,0.11,14.3,0.06,0,28,0,79,3322,199.32,-1.0,0.0050170579971904475,0
5584,0.75,0.0,2.34,2.86,1.78,87.52,0.05,0.05,0.08,14.69,0.03,0,102,0,0,3322,99.66,1.0,0.010034115994380895,0
5585,1.01,0.0,1.99,2.11,2.11,1.7,0.05,0.08,0.09,25.92,0.1,0,0,0,121,3321,332.1,-1.0,0.0030111412225233363,0
5586,53.5,13.33,1.02,0.82,0.77,0.35,0.01,0.15,0.3,4.33,0.01,0,17,117,0,3320,33.2,-336.3466822588,0.03012048192771084,0
5587,1.73,0.07,1.58,1.6,1.29,6.06,0.12,0.23,0.03,41.08,0.08,0,39,98,110,3319,265.52,-13669.78632911392,0.0037661946369388372,0
5589,2.15,1.01,1.47,1.62,1.11,1.56,0.18,0.38,0.04,29.62,0.18,0,53,63,20,3318,597.24,-317.5510608203677,0.001674368762976358,0
5590,19.58,0.0,1.05,1.41,0.52,6.37,0.02,0.02,0.69,2.29,0.03,0,201,0,86,3316,99.47999999999999,-1.0,0.010052271813429835,0
5591,15.2,0.0,1.07,1.35,1.14,8.02,0.06,0.25,0.18,6.64,0.03,0,28,0,0,3315,99.45,1.0,0.01005530417295123,0
5592,13.19,0.41,1.08,1.07,0.99,2.44,0.03,0.24,0.06,18.77,0.03,0,19,202,172,3312,99.36,-17569.617046070463,0.010064412238325281,0
5594,8.45,0.0,1.12,0.94,0.61,0.73,0.06,0.11,0.6,3.9,0.05,0,36,0,0,3307,165.35000000000002,1.0,0.006047777441790142,0
5595,2.63,0.97,1.38,0.93,0.45,0.88,0.02,0.0,0.5,3.45,0.04,0,123,128,90,3306,132.24,-756.1854594352309,0.007562008469449486,0
5596,3.23,0.0,1.31,1.47,0.75,28.3,0.09,0.25,0.06,18.15,0.06,0,106,0,0,3304,198.23999999999998,1.0,0.005044390637610977,0
5597,13.14,1.87,1.08,1.07,0.49,1.19,0.03,0.26,0.25,10.49,0.06,0,108,127,72,3304,198.23999999999998,-1903.5257357892651,0.005044390637610977,0
5598,39.36,0.0,1.03,1.38,1.07,1.34,0.04,0.94,0.17,10.42,0.15,0,93,250,301,3302,495.29999999999995,-1.0,0.002018978396931153,0
5599,5.64,2.1,1.18,1.22,0.79,1.18,-0.08,-0.58,-0.17,-2.81,-0.09,1,122,80,83,3302,-297.18,-268.4153201890926,-0.003364963994885255,0
5600,1.17,0.47,1.85,1.72,1.66,1.59,0.11,0.15,0.01,127.83,0.13,0,5,48,4,3301,429.13,-375.0418861414606,0.00233029618064456,0
5601,0.43,0.0,3.35,4.01,3.68,10.29,0.24,0.22,0.08,13.92,0.21,0,21,0,163,3296,692.16,-1.0,0.0014447526583448915,0
5602,1.29,0.15,1.78,2.05,2.02,2.07,0.04,0.05,0.02,94.41,0.07,0,4,68,74,3295,230.65000000000003,-1976.8549363295883,0.004335573379579449,0
5603,3.93,1.7,1.25,1.48,0.92,2.74,0.06,0.07,0.56,2.74,0.08,0,107,96,110,3292,263.36,-641.7584000000002,0.0037970838396111785,0
5604,3.13,0.0,1.32,1.08,0.79,1.12,0.03,0.05,0.12,12.29,0.03,0,33,0,0,3291,98.72999999999999,1.0,0.010128633647320978,0
5605,2.46,0.0,1.41,1.77,1.7,4.86,0.08,0.17,0.09,15.08,0.07,0,8,0,96,3291,230.37000000000003,-1.0,0.004340842991708989,0
5606,6.08,0.0,1.16,1.97,1.91,2.36,-0.04,-0.28,-0.02,-14.26,-0.01,1,5,0,0,3290,-32.9,1.0,-0.0,0
5607,3.26,0.64,1.31,1.79,1.77,4.83,0.11,0.33,0.08,14.52,0.09,0,2,74,137,3289,296.01,-2487.3480218272903,0.0033782642478294655,0
5608,4.47,0.0,1.22,1.26,0.75,1.18,0.03,0.11,0.29,6.75,0.09,0,96,0,117,3287,295.83,-1.0,0.0033803197782510228,0
5609,0.37,0.0,3.7,4.21,4.0,39.86,0.14,0.12,0.01,80.09,0.22,0,24,61,50,3284,722.48,-1.0,0.0013841213597608239,0
5610,0.38,0.0,3.66,3.77,3.37,3.37,0.05,0.05,0.01,117.73,0.09,0,35,0,0,3280,295.2,1.0,0.0,0
5611,18.07,5.52,1.06,1.04,0.83,1.39,0.07,0.67,0.44,3.02,0.05,0,35,13,112,3276,163.8,-756.6467049494122,0.006105006105006105,0
5612,3.24,0.51,1.31,1.4,1.16,1.38,0.02,0.01,0.74,2.99,0.07,0,57,114,251,3275,229.25000000000003,-1902.8562790001495,0.0043620501635768805,0
5613,0.7,0.0,2.43,2.66,2.66,83.03,0.05,0.05,0.07,15.23,0.03,0,0,67,102,3272,98.16,-1.0,0.010187449062754686,0
5614,4.18,0.85,1.24,0.24,0.24,0.65,0.05,0.11,0.52,3.43,0.17,0,1,25,61,3272,556.24,-277.2454933586338,0.0017977851287214151,0
5615,2.05,0.16,1.49,1.34,1.02,1.63,0.23,0.51,0.01,209.22,0.17,0,38,68,72,3271,556.07,-4412.9815436241615,0.001798334742028881,0
5616,0.49,0.0,3.05,0.95,0.95,0.98,0.1,0.11,0.03,66.77,0.09,0,0,27,18,3270,294.3,-1.0,0.0033978933061501867,0
5617,4.31,0.0,1.23,0.93,0.28,0.78,0.28,0.96,0.06,17.09,0.13,0,87,6,2,3268,424.84000000000003,-1.0,0.0023538273232275677,0
5618,14.62,1.35,1.07,1.75,1.21,5.64,0.02,-0.3,1.75,1.53,0.05,1,109,44,198,3268,163.4,-2991.108348909657,0.006119951040391676,0
5619,9.99,4.49,1.1,1.34,0.8,10.37,0.01,0.04,0.41,4.24,0.02,0,109,89,136,3265,65.3,-685.4230917189714,0.015313935681470138,0
5620,3.03,0.0,1.33,1.54,1.5,3.67,0.04,0.06,0.14,13.08,0.07,0,8,0,0,3263,228.41000000000003,1.0,0.004378092027494417,0
5621,4.82,0.0,1.21,1.16,1.13,1.43,0.11,0.43,0.05,32.56,0.11,0,5,0,122,3260,358.6,-1.0,0.002788622420524261,0
5622,5.61,0.22,1.18,1.59,1.58,6.24,0.04,0.18,0.21,5.43,0.03,0,2,41,157,3259,97.77,-9061.485023112482,0.010228086325048584,0
5623,3.83,0.81,1.26,1.2,0.93,3.95,0.09,0.27,0.05,19.57,0.02,0,14,8,13,3258,65.16,-679.2865432098763,0.015346838551258441,0
5624,1.08,0.0,1.92,1.43,1.02,1.16,0.02,0.01,0.36,10.82,0.11,0,68,0,115,3257,358.27,-1.0,0.0027911910012002124,0
5625,45.98,0.0,1.02,1.05,0.13,2.49,0.01,0.12,0.44,3.74,0.07,0,602,0,41,3257,227.99,-1.0,0.004386157287600333,0
5626,4.1,0.0,1.24,3.85,1.54,3.26,0.05,0.15,0.04,63.06,0.07,0,104,0,0,3256,227.92000000000002,1.0,0.0043875043875043875,0
5628,67.68,0.0,1.01,1.03,0.98,8.76,0.01,0.33,0.03,39.7,0.01,0,7,130,137,3255,32.55,-1.0,0.030721966205837177,0
5629,2.41,1.5,1.41,1.47,0.61,1.6,0.02,0.0,1.0,2.21,0.06,0,166,67,81,3255,195.29999999999998,-263.4280624113476,0.005120327700972863,0
5630,2.15,0.41,1.46,4.41,3.15,3.68,0.09,0.11,0.1,17.63,0.16,0,83,22,114,3255,520.8,-1000.7738389575674,0.0019201228878648236,0
5631,0.99,0.09,2.01,1.71,1.18,1.82,0.03,0.03,0.1,16.31,0.04,0,58,87,124,3255,130.2,-6046.266832504146,0.007680491551459294,0
5632,0.69,0.0,2.45,2.56,2.56,65.91,0.43,0.51,0.0,558.98,0.2,0,0,0,94,3255,651.0,-1.0,0.0,0
5633,2.08,0.09,1.48,1.86,1.86,2.62,0.09,0.26,0.05,24.45,0.07,0,0,17,101,3255,227.85000000000002,-7636.343583583584,0.004388852315119596,0
5635,1.17,0.0,1.85,2.01,1.72,23.79,0.3,0.46,0.0,328.69,0.16,0,26,73,10,3253,520.48,-1.0,0.0,0
5636,42.47,0.0,1.02,1.19,0.21,2.37,0.02,0.16,0.42,5.35,0.04,0,236,0,40,3253,130.12,-1.0,0.00768521364893944,0
5638,0.7,0.27,2.44,1.86,1.18,1.55,0.01,0.0,0.36,21.27,0.1,0,134,91,189,3251,325.1,-947.2003642987249,0.003075976622577668,0
5639,9.18,5.87,1.11,1.32,1.19,39.21,0.03,0.1,0.28,4.6,0.02,0,19,47,154,3251,65.02,-614.9289018831437,0.015379883112888343,0
5640,3.52,0.0,1.28,1.03,0.94,1.08,0.04,0.03,0.38,3.43,0.06,0,23,0,0,3251,195.06,1.0,0.0051266277042961135,0
5641,0.82,0.05,2.22,2.09,1.44,3.21,0.03,0.03,0.01,128.02,0.06,0,99,99,125,3247,194.82,-6977.82753153153,0.005132943229647881,0
5642,2.31,1.1,1.43,1.66,1.42,3.51,0.3,0.68,0.02,56.11,0.19,0,28,65,168,3246,616.74,-1104.2736567069294,0.0016214288030612575,0
5643,1.34,0.48,1.74,0.72,0.7,0.8,0.11,0.18,0.03,56.71,0.1,0,2,59,42,3243,324.3,-810.4015086206897,0.003083564600678384,0
5644,3.09,0.0,1.32,1.52,0.9,4.48,0.02,0.05,0.1,12.93,0.02,0,74,0,0,3241,64.82000000000001,1.0,0.0154273372415921,0
5645,1.57,0.33,1.64,4.7,0.89,16.3,0.0,0.01,1.39,1.73,0.04,0,869,68,60,3240,129.6,-256.79865484109393,0.00771604938271605,0
5646,19.99,4.32,1.05,0.76,0.75,0.59,0.02,0.05,0.47,10.73,0.12,0,1,145,36,3240,388.8,-735.2145458553789,0.00257201646090535,0
5647,11.11,1.41,1.09,1.21,1.15,2.44,0.03,0.09,0.24,6.47,0.02,0,5,71,88,3238,64.76,-4319.4043184332095,0.015441630636195181,0
5648,15.5,0.0,1.06,1.44,1.27,1.87,0.01,0.11,0.12,39.75,0.07,0,29,0,0,3236,226.52,1.0,0.004414621225498852,0
5649,6.14,2.37,1.16,0.92,0.66,0.86,0.06,0.2,0.27,11.09,0.13,0,43,70,70,3233,420.29,-604.9625491051941,0.002379309524376026,0
5650,2.41,0.0,1.42,1.23,0.9,1.15,0.04,0.0,0.83,2.33,0.09,0,48,0,0,3231,290.78999999999996,1.0,0.003438907802881805,0
5651,4.28,1.27,1.23,1.46,0.98,1.76,0.02,0.04,0.28,8.53,0.04,0,62,106,4,3230,129.2,-612.4509314384482,0.007739938080495357,0
5652,8.72,0.0,1.11,3.32,3.32,31.57,0.08,0.36,0.17,6.0,0.02,0,0,0,3,3228,64.56,-1.0,0.015489467162329615,0
5653,0.91,0.0,2.1,3.5,3.26,1.53,0.0,-0.01,-0.22,-20.5,-0.03,1,18,46,126,3226,-96.78,-1.0,-0.0,0
5654,3.76,0.41,1.27,0.92,0.7,0.79,0.02,0.1,0.12,30.72,0.1,0,67,259,163,3226,322.6,-4351.981978106395,0.00309981401115933,0
5655,0.46,0.0,3.18,6.74,6.13,8.15,0.03,0.01,0.02,105.57,0.05,0,34,35,138,3225,161.25,-1.0,0.006201550387596899,0
5656,1.33,0.0,1.75,1.71,1.64,5.11,0.24,0.4,0.01,159.95,0.17,0,10,76,94,3224,548.08,-1.0,0.001824551160414538,0
5657,1.99,0.0,1.5,1.45,1.45,1.91,0.03,0.03,0.19,12.13,0.05,0,0,0,76,3222,161.10000000000002,-1.0,0.0062073246430788325,0
5658,1.5,0.03,1.67,2.46,2.43,9.39,0.21,0.34,0.0,575.89,0.11,0,3,40,56,3220,354.2,-15397.245508982036,0.0,0
5659,17.06,2.58,1.06,1.01,0.63,1.07,0.01,0.07,0.15,19.51,0.02,0,57,120,76,3220,64.4,-2408.050188679245,0.015527950310559004,0
5660,6.41,1.73,1.16,1.62,1.44,5.95,0.05,0.24,0.0,593.45,0.02,0,13,61,50,3219,64.38,-1425.090550129559,0.0,0
5661,1.08,0.02,1.93,0.98,0.98,0.99,0.37,0.54,0.01,161.89,0.31,0,0,64,102,3219,997.89,-22092.73653743077,0.0,0
5662,6.47,0.0,1.15,1.49,1.48,3.14,0.03,0.17,0.02,98.43,0.03,0,1,37,47,3218,96.53999999999999,-1.0,0.0,0
5663,8.75,4.12,1.11,0.92,0.55,0.91,0.02,0.07,0.5,4.3,0.05,0,66,97,74,3218,160.9,-524.1126016793493,0.006215040397762585,0
5664,2.01,0.0,1.5,1.46,1.46,1.68,0.04,0.06,0.06,40.78,0.06,0,0,0,139,3218,193.07999999999998,-1.0,0.005179200331468821,0
5665,0.55,0.0,2.81,3.03,2.0,5.58,0.07,0.07,0.05,33.44,0.11,0,98,84,49,3217,353.87,-1.0,0.002825896515669596,0
5666,13.64,1.6,1.07,1.72,1.53,4.73,0.03,0.13,0.11,24.73,0.05,0,25,64,154,3214,160.70000000000002,-2797.8185887850464,0.006222775357809582,0
5667,3.53,2.31,1.28,0.18,0.18,0.74,0.02,0.03,0.55,2.53,0.76,0,0,17,13,3214,2442.64,-2.077475649350649,0.00040939311564536733,0
5668,1.24,0.68,1.81,0.94,0.94,0.96,0.05,0.07,0.23,11.54,0.17,0,0,52,105,3211,545.87,-449.61190943559757,0.0018319380072178357,0
5669,12.79,2.34,1.08,0.44,0.44,0.2,0.04,0.08,0.17,24.06,0.21,0,0,101,105,3209,673.89,-1201.4739395378283,0.0014839217082906707,0
5670,6.87,0.0,1.15,1.16,1.15,1.23,0.05,0.13,0.3,6.81,0.08,0,2,0,0,3209,256.72,1.0,0.00389529448426301,0
5671,7.53,0.01,1.13,1.22,1.22,29.69,0.02,0.05,0.02,102.55,0.03,0,0,95,118,3207,96.21,-353372.61194690276,0.010393929944912172,0
5672,3.16,0.0,1.32,1.54,1.37,123.57,0.11,0.29,0.09,12.02,0.07,0,26,0,0,3207,224.49,1.0,0.004454541404962359,0
5673,26.83,19.04,1.04,1.21,0.88,4.9,0.04,0.68,0.26,4.52,0.04,0,77,32,167,3207,128.28,-341.52633746767935,0.0,0
5674,1.08,0.35,1.92,3.18,2.86,5.99,0.05,0.06,0.09,18.22,0.07,0,26,12,137,3206,224.42000000000002,-1097.0142857142857,0.004455930843953302,0
5675,0.88,0.18,2.13,4.04,3.2,18.52,0.06,0.06,0.01,90.04,0.07,0,72,48,121,3206,224.42000000000002,-1745.300991131977,0.004455930843953302,0
5676,5.08,0.79,1.2,1.13,0.5,1.82,0.05,0.16,0.15,8.86,0.06,0,166,174,109,3205,192.29999999999998,-2279.6793248945146,0.005200208008320334,0
5677,0.63,0.0,2.6,1.7,1.56,1.22,0.14,0.16,0.01,168.89,0.15,0,10,0,0,3204,480.59999999999997,1.0,0.0,0
5678,1.56,0.13,1.64,1.27,0.77,1.56,-0.24,-0.63,-0.03,-18.24,-0.12,1,97,139,69,3568,-428.15999999999997,-4229.695923588606,-0.002335575485799701,0
5679,1.62,0.75,1.62,2.73,2.73,2.92,0.08,0.14,0.05,38.42,0.19,0,0,14,114,3202,608.38,-453.8850707334787,0.00164370952365298,0
5680,0.8,0.0,2.25,2.49,2.31,2.05,0.18,0.23,0.02,69.52,0.21,0,17,0,0,3198,671.5799999999999,1.0,0.001489025879269782,0
5682,1.5,0.26,1.67,1.66,1.51,4.33,0.03,0.02,0.14,9.83,0.04,0,34,121,311,3195,127.8,-3687.3652694610773,0.00782472613458529,0
5683,1.22,0.24,1.82,1.82,1.5,3.12,0.12,0.18,0.02,53.72,0.09,0,31,66,81,3195,287.55,-2193.5450000000005,0.003477656059815684,0
5684,1.39,0.26,1.72,2.68,2.68,4.64,0.06,0.12,0.12,9.86,0.06,0,0,35,156,3194,191.64,-2022.324794275491,0.005218117303276978,0
5685,4.01,0.92,1.25,0.95,0.71,0.94,0.01,0.01,0.61,4.45,0.03,0,37,81,89,3192,95.75999999999999,-1097.5167391304346,0.010442773600668339,0
5686,52.3,14.96,1.02,1.03,1.03,1.49,0.02,0.22,0.39,3.69,0.01,0,0,101,140,3182,31.82,-2082.9048429799727,0.03142677561282212,0
5687,13.06,0.0,1.08,1.08,0.74,1.26,0.01,0.02,0.27,19.64,0.03,0,58,0,120,3181,95.42999999999999,-1.0,0.01047888504663104,0
5688,37.61,1.81,1.03,1.24,1.09,18.77,0.04,0.79,0.07,17.36,0.03,0,25,135,95,3180,95.39999999999999,-8265.870197929518,0.010482180293501049,0
5689,4.46,0.92,1.22,1.25,0.81,3.56,0.05,0.28,0.08,12.52,0.02,0,48,75,79,3180,63.6,-2287.9501496792586,0.015723270440251572,0
5690,1.79,0.0,1.56,1.9,1.15,11.59,0.06,0.1,0.08,15.56,0.04,0,71,0,0,3179,127.16,1.0,0.007864108210128971,0
5691,0.91,0.22,2.1,0.93,0.92,0.97,0.03,0.05,0.13,25.59,0.12,0,0,100,11,3174,380.88,-670.7324675324675,0.0,0
5692,0.89,0.22,2.12,1.29,0.68,1.23,0.09,0.11,0.07,20.13,0.1,0,67,72,52,3169,316.90000000000003,-1337.0161492281302,0.0031555695803092455,0
5693,2.95,0.0,1.34,1.38,1.38,128.95,0.16,0.43,0.05,22.67,0.11,0,0,0,0,3169,348.59,1.0,0.002868699618462951,0
5694,2.38,0.0,1.42,1.21,1.16,1.26,0.02,0.05,0.31,4.11,0.02,0,6,0,0,3167,63.34,1.0,0.015787811809283233,0
5695,0.33,0.0,4.02,4.69,1.42,22.63,0.07,0.06,0.05,20.84,0.03,0,116,0,5,3162,94.86,-1.0,0.010541851149061775,0
5697,6.3,0.0,1.16,1.41,1.16,3.1,0.09,0.35,0.06,23.19,0.05,0,23,0,0,3160,158.0,1.0,0.006329113924050633,0
5698,18.58,9.28,1.05,0.88,0.79,0.76,0.04,0.11,0.6,3.3,0.07,0,23,78,160,3156,220.92000000000002,-515.4559585385879,0.004526525439072967,0
5699,2.32,0.72,1.43,1.01,0.95,1.0,0.04,0.11,0.14,13.99,0.11,0,9,24,90,3154,346.94,-384.1595345765346,0.0028823427682019946,0
5700,0.51,0.22,2.95,2.28,1.49,1.52,0.02,0.01,0.3,5.59,0.1,0,217,150,311,3153,315.3,-849.0120416024654,0.003171582619727244,0
5701,23.79,0.0,1.04,0.67,0.32,0.15,0.02,0.09,0.45,4.19,0.06,0,197,0,0,3153,189.18,1.0,0.005285971032878739,0
5702,0.24,0.04,5.24,2.9,1.35,1.43,0.02,0.01,0.04,68.11,0.12,0,158,81,103,3151,378.12,-2777.8035114503814,0.0026446630699248916,0
5703,1.16,0.14,1.86,1.36,0.89,1.18,0.1,0.15,0.05,23.72,0.12,0,42,52,46,3150,378.0,-1786.624348554671,0.0026455026455026454,0
5704,3.16,1.34,1.32,0.99,0.62,0.99,0.09,0.19,0.33,4.13,0.04,0,30,39,35,3150,126.0,-760.3797014925373,0.007936507936507936,0
5705,12.07,0.0,1.08,1.35,1.06,1.59,0.03,0.02,0.67,5.32,0.09,0,52,0,0,3146,283.14,1.0,0.0035318217136398955,0
5706,2.44,1.02,1.41,0.75,0.32,0.8,0.03,0.0,0.56,3.66,0.06,0,88,61,21,3146,188.76,-236.03824780976217,0.005297732570459844,0
5707,2.7,0.55,1.37,1.06,0.87,1.05,0.03,0.06,0.01,388.1,0.1,0,21,67,61,3144,314.40000000000003,-1267.2959669689599,0.0,0
5708,12.07,6.3,1.08,1.83,1.17,19.09,0.02,0.03,0.8,1.63,0.1,0,401,185,650,3143,314.3,-516.172795414462,0.003181673560292714,0
5709,0.99,0.0,2.01,2.11,1.98,3.5,0.05,0.07,0.03,89.2,0.09,0,13,0,0,3140,282.59999999999997,1.0,0.0,0
5710,1.57,0.71,1.64,1.25,0.74,1.39,0.04,0.08,0.09,18.51,0.1,0,138,77,140,3139,313.90000000000003,-539.2214908965991,0.0031857279388340233,0
5712,9.08,6.06,1.11,0.2,0.05,0.58,-0.12,-1.53,-0.19,1.35,0.54,1,421,21,10,3137,1693.98,-2.7941557398983146,0.0005903257417442945,0
5713,3.03,0.0,1.33,1.3,1.24,2.06,0.29,0.77,0.05,25.32,0.18,0,7,0,0,3135,564.3,1.0,0.00177210703526493,0
5714,2.82,0.76,1.35,1.81,0.83,2.35,0.1,0.26,0.28,5.54,0.04,0,36,32,9,3134,125.36,-844.3670662768029,0.00797702616464582,0
5715,37.51,2.5,1.03,1.15,0.48,2.8,0.01,-0.03,0.21,9.56,0.04,1,315,113,155,3134,125.36,-2459.7645592233007,0.00797702616464582,0
5716,1.45,0.04,1.69,2.77,2.77,8.05,0.12,0.18,0.01,172.85,0.07,0,0,43,99,3134,219.38000000000002,-17120.65798816568,0.004558300665511897,0
5717,1.94,0.0,1.52,1.25,1.24,1.93,0.1,0.19,0.01,252.69,0.05,0,1,85,76,3133,156.65,-1.0,0.0,0
5718,1.71,0.01,1.59,2.01,1.52,6.95,0.01,0.01,0.13,28.92,0.03,0,71,95,172,3130,93.89999999999999,-79973.68509433961,0.0,0
5719,21.79,4.85,1.05,1.06,0.92,2.76,0.06,0.55,0.12,11.25,0.04,0,24,50,117,3129,125.16,-1541.1701138929802,0.007989773090444232,0
